8842.gml	1.294	1.219	1.0	0.14	0.304	0.187	4.11	-0.90	-4.068	1.870	1.786	2.4470	0.000	1.000	2.477	0.000	6.161	2.353	0.0	0.0	13.866	0.409	0.0023768516	-0.002852695	0.003425122	-9.085854E-6	1.2043154E-5	-1.5843605E-5	2.0711048E-5	0.005801974	3.3650347E-5	1.7157427E-9	1.6943158E-9	2.8888007E-18	9.790558E-12	1.4249138E-21
5917.gml	5.451	0.496	2.0	9.41	0.269	0.126	62.26	-44.36	-5.036	0.707	0.660	1.4485	2.574	0.594	0.514	0.168	0.570	0.326	8.0	6.0	8.840	0.092	8.347372E-5	8.337441E-6	1.664574E-5	1.67439E-7	-1.959111E-8	-1.7848825E-8	-9.419204E-10	1.0011946E-4	4.7440314E-9	5.2179052E-14	2.2798827E-14	7.7713334E-28	1.3648145E-18	1.2005334E-28
5304.gml	2.545	1.365	1.0	0.85	0.417	0.084	5.92	-2.78	-1.804	0.384	0.368	2.9218	2.402	-0.941	0.127	0.097	1.663	0.906	0.0	0.0	3.263	0.468	4.393011E-4	-6.9449175E-5	7.347178E-4	-2.3959358E-6	-1.5752286E-6	1.0563933E-6	-1.0115469E-5	0.001174019	1.06563796E-7	6.002028E-11	1.384668E-10	5.2294E-21	3.5494882E-14	1.1488998E-20
6000.gml	5.009	0.385	1.0	4.74	0.296	0.140	59.24	-39.19	-4.780	0.722	0.667	1.4750	1.992	-0.075	3.121	0.103	0.612	0.295	14.0	13.0	9.157	0.061	1.20463716E-4	1.0669854E-5	1.0438475E-5	2.2105876E-7	9.185743E-8	-3.805017E-9	-4.367376E-9	1.3090219E-4	1.2560937E-8	1.3241029E-13	5.4853698E-14	4.5045664E-27	5.162144E-18	-1.2503244E-27
9437.gml	1.131	0.466	1.0	0.22	0.300	0.164	0.81	0.81	2.019	0.202	0.183	1.0861	0.040	0.923	1.480	0.010	2.899	1.618	0.0	0.0	4.035	0.800	0.0022686678	0.0011814059	6.4743345E-4	-6.962582E-5	-2.544563E-5	-8.312064E-6	-2.0106875E-6	0.0029161014	8.21128E-6	7.521548E-9	6.828164E-9	4.892952E-17	1.8738023E-11	6.51895E-19
4918.gml	26.606	0.649	11.0	29.38	0.251	0.121	224.60	-69.13	-2.871	0.933	0.895	1.3758	3.925	0.900	0.925	1.376	0.906	0.918	284.0	54.0	36.842	0.009	2.3157116E-5	2.8817637E-6	9.132012E-6	2.7042674E-8	2.9280283E-9	3.1780074E-9	3.1620138E-9	3.228913E-5	2.2992178E-10	3.3816057E-16	9.503782E-16	5.1690906E-31	1.4410309E-20	-1.5192708E-31
5743.gml	7.921	0.620	1.0	4.21	0.273	0.123	60.75	-2.66	-0.350	0.799	0.735	1.3168	2.913	0.419	2.456	0.311	1.044	0.536	24.0	9.0	11.953	0.063	8.43118E-5	1.405743E-5	3.3806253E-5	-2.3331226E-7	-3.00922E-8	1.3514423E-8	-5.508286E-8	1.18118056E-4	3.3412557E-9	7.623545E-14	5.5565883E-14	2.010632E-27	3.1262642E-18	-3.0060895E-27
5499.gml	3.996	0.564	1.0	2.85	0.264	0.140	27.71	0.08	0.016	0.587	0.558	1.6692	2.420	0.654	0.811	0.187	0.848	0.338	5.0	3.0	6.082	0.280	1.4264321E-4	-9.547392E-6	4.6916663E-5	2.0757045E-7	3.0203214E-8	1.2314905E-7	-9.0859565E-8	1.8955988E-4	9.528183E-9	5.913514E-14	1.13054585E-13	-8.835864E-27	1.0884024E-17	2.7160878E-27
7027.gml	3.863	0.639	1.0	2.17	0.302	0.153	37.29	7.89	2.019	0.954	0.889	1.7019	2.467	0.546	2.696	0.100	0.991	0.819	4.0	8.0	5.418	0.059	2.1991502E-4	-1.9688747E-5	7.3169336E-5	1.2559888E-6	-4.0684833E-7	-1.2586794E-7	-3.8818627E-7	2.9308436E-4	2.3084882E-8	3.361446E-12	1.9092531E-12	9.743472E-25	1.6542482E-16	4.7376477E-24
9449.gml	6.939	0.593	1.0	2.42	0.268	0.136	46.39	1.36	0.314	1.071	0.989	1.8677	2.296	0.806	2.502	0.185	1.606	1.116	16.0	10.0	9.932	0.076	1.5163922E-4	-3.1804248E-5	5.7401438E-5	3.4705266E-7	9.395422E-8	8.769628E-8	-1.5732825E-8	2.0904065E-4	1.29268E-8	9.5613E-14	1.9512523E-13	1.9286152E-26	1.2908738E-17	1.8394827E-26
9438.gml	4.537	0.592	5.0	3.86	0.196	0.123	44.23	0.00	0.000	1.708	1.608	1.6300	1.237	0.444	2.741	0.119	1.104	0.953	1.0	1.0	7.744	0.031	1.7003749E-4	-7.914084E-6	3.6920752E-5	-1.1625903E-7	2.718967E-7	-4.722521E-7	9.667777E-8	2.0695824E-4	1.7970596E-8	2.208272E-12	4.821925E-13	2.8619058E-25	3.488742E-17	-4.0703078E-25
9098.gml	5.384	0.463	1.0	3.13	0.267	0.121	39.36	-6.53	-1.164	0.702	0.670	1.4726	2.570	0.490	0.414	0.324	0.961	0.618	7.0	11.0	8.759	0.077	1.14059585E-4	7.4650093E-6	3.9054637E-5	6.0953977E-7	2.7053954E-7	6.364532E-8	-2.5079988E-8	1.5311422E-4	5.8486482E-9	8.752937E-13	5.1342855E-13	3.4361068E-25	3.440559E-17	1.9943482E-26
9508.gml	4.931	0.426	1.0	1.66	0.305	0.153	24.82	2.72	0.885	0.806	0.747	1.7250	1.503	0.970	1.971	0.198	1.606	0.973	10.0	6.0	8.948	0.159	3.3390932E-4	-4.6158137E-5	4.4037577E-5	1.6809267E-6	1.7647068E-8	1.5723028E-7	-9.765062E-8	3.779469E-4	9.254793E-8	1.4849295E-12	3.3852218E-12	7.3456006E-24	1.0047214E-15	1.9099955E-24
4836.gml	5.213	0.854	1.0	1.00	0.339	0.125	21.90	-1.25	-0.681	1.197	1.108	1.6025	2.414	0.710	2.384	0.254	2.864	1.492	4.0	8.0	6.922	0.213	4.093692E-4	-3.344916E-6	3.0402144E-4	-3.7698094E-6	1.3239778E-6	-9.664359E-7	-2.9349335E-6	7.1339065E-4	1.1142907E-8	4.8462585E-11	2.5027197E-11	-6.5951826E-22	1.9876818E-15	-5.698575E-22
6264.gml	7.785	0.658	1.0	10.03	0.290	0.129	102.83	10.96	0.770	0.723	0.692	0.9756	2.758	-0.367	2.923	0.261	0.547	0.338	35.0	28.0	12.657	0.040	4.582248E-5	2.608835E-5	2.4953932E-5	-2.7027017E-8	1.8506439E-8	3.957556E-8	3.7595377E-8	7.077641E-5	3.1579044E-9	2.1565408E-14	3.3048797E-15	1.4291917E-29	1.1068509E-20	-2.3962058E-29
5002.gml	2.793	0.504	5.0	8.04	0.355	0.133	25.89	0.79	0.114	0.374	0.367	1.2724	2.037	0.885	0.788	0.033	0.323	0.201	0.0	0.0	5.139	0.048	1.7848128E-4	5.060835E-5	2.9490333E-5	9.5227284E-7	2.0652212E-7	-2.3375254E-8	-4.6896076E-8	2.079716E-4	3.2443122E-8	1.4894711E-12	8.883312E-13	1.0195275E-24	1.5477665E-16	6.85496E-26
4716.gml	6.804	1.313	3.0	4.90	0.256	0.121	40.49	-4.71	-0.851	0.731	0.709	0.5774	2.764	-0.030	2.178	0.080	0.969	0.610	10.0	7.0	9.046	0.051	6.275522E-5	2.1978869E-5	8.2170736E-5	9.021892E-8	1.2297936E-8	1.5674897E-7	5.1280085E-7	1.4492596E-4	2.3092448E-9	3.7090876E-13	3.3672186E-13	9.508871E-26	1.5570304E-17	7.154521E-26
7353.gml	26.608	0.775	11.0	15.23	0.251	0.114	142.23	-48.03	-3.794	1.123	1.072	1.4842	3.569	0.983	1.671	2.269	1.709	1.393	251.0	21.0	33.829	0.032	3.8157053E-5	1.4442993E-6	2.1646123E-5	4.925992E-8	2.1462645E-8	8.976458E-9	-1.43784264E-8	5.9803177E-5	2.8095476E-10	6.702793E-15	3.4416617E-15	9.863959E-30	5.755123E-20	1.3264707E-29
9365.gml	5.928	0.960	3.0	2.21	0.309	0.146	19.66	5.26	2.828	1.057	1.017	0.1679	2.342	-0.436	2.190	0.504	2.527	0.872	7.0	0.0	7.015	0.086	2.7413503E-4	1.36460485E-5	3.5233892E-4	9.562143E-7	2.486882E-6	-4.922508E-7	-9.682361E-7	6.26474E-4	6.860703E-9	7.696538E-11	2.5215476E-12	-2.8822267E-23	2.0198593E-16	-2.0080467E-23
5765.gml	4.408	0.456	1.0	3.04	0.245	0.126	46.23	-19.40	-3.960	0.943	0.871	1.5889	1.774	0.144	0.163	0.161	0.902	0.534	8.0	12.0	8.135	0.059	1.3460669E-4	-2.0718815E-6	2.0413672E-5	-3.1170865E-7	3.045936E-8	-1.206369E-7	-2.4940885E-8	1.5502035E-4	1.3057213E-8	1.605035E-14	1.8695311E-13	-3.695167E-27	2.1361557E-17	-9.5510895E-27
9609.gml	5.871	0.456	1.0	5.74	0.272	0.122	56.71	6.76	0.676	0.567	0.548	1.7865	2.851	0.688	2.599	0.091	0.588	0.370	18.0	15.0	9.881	0.014	7.00465E-5	-1.1774685E-5	1.8890867E-5	9.118975E-8	-1.263719E-8	-2.2985304E-8	-9.822041E-9	8.893737E-5	3.171472E-9	2.6435654E-14	5.1562635E-15	4.2767664E-29	2.8431115E-19	4.2367287E-29
6137.gml	5.913	0.497	1.0	2.63	0.253	0.139	40.47	1.15	0.236	0.831	0.767	1.7018	2.192	0.576	2.659	0.250	1.217	0.669	10.0	9.0	9.247	0.062	1.3600008E-4	-1.3506004E-5	3.5296922E-5	7.067236E-7	1.456238E-8	5.9157235E-10	2.8097354E-8	1.71297E-4	1.0870774E-8	4.97196E-13	5.021146E-13	2.477322E-25	4.8567883E-17	-3.9624767E-26
6155.gml	1.000	0.000	1.0	0.04	0.338	0.229	0.00	0.00	0.000	0.000	0.000	0.0000	0.000	1.000	0.000	0.000	50.000	2.000	0.0	0.0	1.442	0.000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8499.gml	1.139	1.951	1.0	0.45	0.265	0.168	2.76	1.54	3.152	0.563	0.582	2.6521	0.010	1.000	2.630	0.003	2.373	2.387	0.0	0.0	6.446	0.245	4.46077E-4	-8.2926743E-4	0.0015609915	1.1386151E-5	-2.0278792E-5	3.5963167E-5	-6.3471074E-5	0.0020070684	3.993772E-6	9.319838E-9	9.255998E-9	8.5968444E-17	1.84743E-11	-1.6335857E-20
8809.gml	2.019	0.535	1.0	1.49	0.278	0.116	14.32	-6.17	-2.355	0.546	0.531	1.4048	2.033	-0.017	2.993	0.025	0.774	0.293	1.0	2.0	3.466	0.187	2.4485137E-4	2.4833096E-5	1.00797515E-4	-1.5993004E-6	-2.888966E-7	2.248363E-7	5.956591E-7	3.4564888E-4	2.321824E-8	7.308673E-12	1.9832547E-12	2.5216416E-24	2.1670168E-16	7.117187E-24
5250.gml	5.833	0.662	3.0	4.43	0.311	0.150	40.46	-15.12	-4.032	1.079	1.018	1.4260	2.536	0.971	1.184	0.187	1.246	1.115	8.0	7.0	8.956	0.099	2.3188589E-4	2.1762762E-5	8.5843014E-5	3.18846E-6	7.0977177E-7	-2.2923516E-7	-3.5265194E-7	3.177289E-4	2.3222992E-8	2.118482E-11	8.884546E-12	1.1923072E-22	1.3522689E-15	2.531822E-23
9570.gml	1.049	0.250	1.0	0.28	0.307	0.169	3.77	-3.49	-58.232	6.278	5.762	1.8306	0.007	0.502	0.785	0.000	20.988	2.516	0.0	0.0	4.596	0.833	0.018909909	-0.004972374	0.0015273794	5.434826E-4	9.265791E-5	-7.7847675E-5	3.1972493E-5	0.020437287	4.0105032E-4	6.6428544E-7	2.3234863E-7	8.105251E-14	2.3445776E-9	-4.198792E-14
7143.gml	10.890	0.848	1.0	4.16	0.315	0.138	56.64	0.89	0.119	0.757	0.722	0.7164	3.419	0.861	0.183	0.463	1.458	0.803	33.0	13.0	13.393	0.119	7.55082E-5	2.6082776E-5	8.2755934E-5	-1.9630813E-8	-5.7058326E-8	1.6618431E-7	-6.656528E-8	1.5826414E-4	2.7737743E-9	2.7945756E-13	3.6760718E-14	2.486364E-27	-1.9351163E-18	-2.7749773E-27
7210.gml	6.746	0.576	1.0	4.00	0.270	0.118	63.01	-7.76	-1.099	0.892	0.830	1.6897	2.713	0.127	0.246	0.213	0.957	0.597	13.0	10.0	10.864	0.051	9.3373135E-5	-7.778139E-6	2.9175466E-5	1.9993115E-7	4.971271E-8	3.4044547E-8	-1.0790639E-8	1.225486E-4	4.363338E-9	3.5141564E-14	5.6259552E-14	2.1615711E-27	3.133886E-18	1.2590636E-27
8783.gml	1.153	0.573	1.0	0.11	0.244	0.181	3.76	-2.58	-13.589	1.977	1.912	1.0603	0.000	1.000	1.037	0.000	6.405	5.036	0.0	0.0	12.784	0.579	0.0037106145	0.0020777078	0.0011642595	1.8189148E-4	1.0404088E-4	5.9493083E-5	3.4009994E-5	0.004874874	2.3751405E-5	7.735829E-8	7.732455E-8	5.98039E-15	3.767834E-10	-3.0387986E-20
6246.gml	3.306	0.934	1.0	3.47	0.345	0.183	15.81	2.38	0.799	0.531	0.504	1.6436	3.031	0.593	2.580	0.218	1.113	1.057	2.0	3.0	4.398	0.148	2.9034424E-4	-4.974539E-6	2.2248726E-4	-2.3835926E-6	1.8286023E-6	4.0244961E-7	-5.222783E-6	5.128315E-4	4.7035527E-9	1.2756876E-10	1.544539E-11	-2.271967E-22	-6.4921227E-16	6.4686034E-22
5891.gml	1.003	13.000	1.0	0.03	0.336	0.234	1.66	1.66	55.363	5.536	5.041	3.0649	0.000	-0.649	0.787	0.000	50.152	0.565	0.0	0.0	1.537	0.000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6386.gml	1.051	5.074	1.0	0.30	0.224	0.150	3.33	0.39	0.743	0.640	0.612	0.2195	0.019	0.980	0.018	0.002	2.061	2.050	0.0	0.0	4.793	0.404	7.2774856E-5	2.9376164E-4	0.0013239181	-1.9156289E-7	-1.3036947E-6	-8.497549E-6	-5.3933585E-5	0.0013966929	1.910543E-6	3.1423952E-9	3.1266576E-9	9.80056E-18	4.286951E-12	-1.8836528E-21
8347.gml	4.735	0.574	1.0	3.93	0.221	0.125	45.67	-23.13	-3.532	0.697	0.661	1.5929	2.283	0.615	2.501	0.299	0.724	0.750	8.0	8.0	7.302	0.070	7.773029E-5	-1.2644604E-6	2.054259E-5	-2.2914496E-7	-8.888806E-8	4.45164E-8	-1.0479804E-7	9.827288E-5	3.2768286E-9	1.5774769E-13	7.1602006E-14	-3.223697E-27	-3.7682787E-19	-6.893169E-27
8177.gml	7.641	0.675	2.0	4.37	0.305	0.136	57.19	-8.75	-1.340	0.876	0.827	1.8187	2.965	-0.099	0.149	0.303	1.035	0.604	11.0	15.0	10.340	0.087	1.2285028E-4	-2.0181882E-5	4.823278E-5	8.849588E-8	-2.6029898E-7	3.647254E-8	-6.647382E-8	1.7108305E-4	7.197004E-9	5.10838E-13	1.2239755E-13	-1.3193978E-26	-3.5057685E-18	2.7615592E-26
5079.gml	4.203	1.220	1.0	1.35	0.411	0.153	14.89	0.19	0.079	0.634	0.598	2.7806	3.139	0.937	3.136	0.035	1.796	1.194	0.0	4.0	5.003	0.111	4.019385E-4	-6.099368E-6	4.157935E-4	1.5520571E-6	1.6225736E-7	2.564284E-6	5.2839454E-7	8.17732E-4	3.4077025E-10	3.7711088E-11	1.7421262E-11	-3.9358565E-22	-2.9751498E-16	2.1090859E-22
6349.gml	6.628	0.455	2.0	6.87	0.288	0.147	91.31	9.48	1.162	1.119	1.055	1.7136	2.260	0.161	3.123	0.213	0.777	0.683	29.0	35.0	11.320	0.029	1.1319259E-4	-1.441953E-5	1.4959149E-5	5.0777665E-8	-2.9390558E-8	1.6627888E-9	-1.859261E-8	1.2815173E-4	1.04815E-8	6.9379054E-15	5.0523855E-15	9.87466E-30	1.8910402E-19	2.8236044E-29
9356.gml	3.162	0.772	1.0	2.30	0.312	0.137	18.59	-7.63	-1.880	0.458	0.434	1.1955	2.877	0.462	2.286	0.126	0.781	0.360	1.0	2.0	4.384	0.246	1.7355112E-4	2.833279E-5	1.128064E-4	9.3352935E-7	8.8252074E-7	4.8449383E-8	-3.2634134E-7	2.8635754E-4	6.900908E-9	9.465332E-12	1.2736178E-12	4.301266E-24	1.01681084E-16	-1.0265978E-24
8823.gml	8.194	0.838	7.0	5.36	0.363	0.122	54.00	30.83	4.442	0.778	0.738	2.2908	3.545	0.736	1.547	0.138	0.962	0.568	16.0	5.0	9.957	0.072	1.0996114E-4	-3.5196237E-5	1.0069582E-4	7.553427E-8	-3.5814784E-7	1.5210476E-7	-1.2557467E-7	2.1065696E-4	5.0409463E-9	1.0453455E-12	2.85807E-13	2.0310732E-26	1.3814566E-17	1.5489496E-25
6988.gml	2.184	0.517	1.0	0.43	0.255	0.141	11.12	-0.75	-0.981	1.464	1.368	1.7412	1.028	0.947	2.069	0.055	2.913	2.073	1.0	3.0	3.843	0.461	7.914996E-4	-8.268307E-5	3.2507302E-4	2.9103083E-5	3.5642431E-6	-2.2297957E-6	2.3583987E-6	0.0011165726	2.4489972E-7	1.3505619E-9	7.572512E-10	6.9862186E-19	2.6784014E-13	-3.1365931E-19
5425.gml	5.451	0.501	7.0	5.56	0.266	0.150	54.08	8.58	1.464	0.923	0.901	1.7232	2.100	0.670	2.560	0.065	0.766	0.447	3.0	6.0	9.142	0.116	1.3623429E-4	-1.7719953E-5	2.3601357E-5	1.0529619E-8	-2.157898E-7	6.007551E-8	3.7408885E-9	1.5983565E-4	1.3942165E-8	4.5274163E-13	4.9949824E-14	-2.5868238E-27	-3.4418317E-18	7.05201E-27
8837.gml	1.303	1.232	1.0	0.25	0.298	0.179	1.52	0.62	1.440	0.354	0.350	0.7005	0.035	0.992	0.578	0.005	3.103	2.822	0.0	0.0	5.213	0.535	0.0011695469	0.0013644027	0.0016372489	-1.3446674E-5	-2.2926537E-5	-3.5876405E-5	-5.3400698E-5	0.0028067958	7.665124E-6	9.106862E-9	8.2586125E-9	7.161699E-17	2.2133186E-11	-8.269869E-19
7902.gml	1.771	1.283	1.0	0.32	0.401	0.121	5.33	-1.21	-2.086	0.918	0.867	0.6593	1.216	-0.141	2.371	0.070	3.107	0.798	0.0	0.0	2.603	0.948	0.0013108797	7.807375E-4	0.0017131408	3.2540996E-5	1.6997396E-5	-8.728741E-6	-6.0719107E-5	0.0030240205	2.6000182E-6	1.5928299E-8	2.4786115E-9	-6.1984978E-18	-2.7104764E-12	-1.4287232E-17
9515.gml	1.340	0.890	1.0	0.10	0.325	0.201	4.03	-0.66	-4.156	2.518	2.361	2.2942	0.002	0.997	2.375	0.002	8.936	4.466	0.0	0.0	8.395	0.812	0.0051295133	-0.00452386	0.0040025306	-5.8891426E-5	7.061388E-5	-7.900573E-5	8.4689294E-5	0.009132044	8.313132E-5	4.7896506E-8	4.31347E-8	1.9604624E-15	3.8177803E-10	2.4390792E-17
5528.gml	12.659	0.962	8.0	10.02	0.336	0.156	93.61	-20.45	-1.612	0.738	0.708	1.2277	4.277	0.800	0.584	0.404	0.814	0.485	19.0	18.0	14.087	0.018	6.202747E-5	6.407764E-6	4.6379257E-5	2.205316E-7	1.2376422E-7	7.130167E-8	4.2863533E-8	1.0840673E-4	4.091044E-10	1.0790962E-13	1.12931474E-13	1.2466522E-26	2.1446113E-18	-7.201287E-29
8946.gml	3.784	0.826	1.0	1.42	0.309	0.146	30.07	18.84	7.111	1.135	1.050	1.7674	2.522	-0.190	0.005	0.146	1.433	0.990	3.0	5.0	5.360	0.045	2.7316497E-4	-2.1913407E-5	1.6752395E-4	6.8847396E-7	-1.740455E-6	-1.584877E-6	-8.978186E-7	4.4068892E-4	1.3080813E-8	4.832045E-11	7.764026E-12	4.606552E-23	-8.577234E-16	-1.4315281E-22
6024.gml	10.628	0.558	1.0	4.83	0.279	0.125	85.93	24.98	2.902	0.998	0.934	1.7226	2.463	0.843	2.291	0.679	1.236	0.939	74.0	25.0	17.423	0.036	9.225225E-5	-1.1893166E-5	1.6310249E-5	-1.6280127E-7	-3.775646E-8	6.649012E-8	-9.011264E-9	1.085625E-4	6.3329773E-9	1.4211049E-13	1.1463058E-14	2.197197E-28	3.240445E-19	-4.071601E-28
5422.gml	11.840	1.027	3.0	6.80	0.337	0.145	59.69	12.64	1.297	0.612	0.579	0.4310	3.586	-0.891	3.101	0.780	1.192	1.019	37.0	8.0	15.670	0.044	4.8081147E-5	2.4316734E-5	8.978084E-5	1.5362022E-7	2.2140162E-7	-7.14294E-8	-5.8289027E-7	1.3786199E-4	4.104079E-9	1.6906028E-12	1.3742937E-13	3.8123164E-26	2.2774698E-18	-5.4173445E-26
4772.gml	4.656	0.450	1.0	1.88	0.244	0.137	43.37	2.14	0.649	1.318	1.218	1.5547	1.675	0.993	1.669	0.363	1.420	0.822	14.0	11.0	8.476	0.091	1.9841085E-4	2.5433203E-6	4.0104333E-5	1.712071E-7	1.0600569E-7	-2.678205E-7	-9.4262035E-8	2.3851519E-4	2.508683E-8	1.1199529E-12	9.47206E-15	-7.050886E-28	1.4442812E-18	-6.7425705E-28
5670.gml	7.060	0.631	1.0	5.81	0.296	0.127	93.93	-7.03	-0.688	0.919	0.859	1.2076	2.597	0.681	2.029	0.082	0.691	0.522	18.0	36.0	11.100	0.049	8.0033016E-5	2.5892345E-5	2.1740241E-5	1.0585823E-7	4.9500102E-8	3.2167964E-8	2.3237803E-9	1.0177326E-4	6.079702E-9	2.1455082E-14	2.1736944E-14	4.2681357E-28	1.6948286E-18	1.9541386E-28
5614.gml	1.009	8.625	1.0	0.18	0.177	0.160	2.06	1.83	7.339	0.822	0.811	3.0383	0.001	1.000	3.012	0.001	4.206	6.014	0.0	0.0	9.918	0.320	2.5621208E-5	-2.3301043E-4	0.0022498067	2.9553914E-7	-2.5157915E-6	2.1223052E-5	-1.7703424E-4	0.0022754278	5.1641764E-6	3.274201E-8	3.2701262E-8	1.0700387E-15	7.4274954E-11	-1.7637832E-20
6483.gml	7.295	0.617	1.0	4.14	0.254	0.118	63.00	-30.86	-4.013	0.819	0.746	1.6701	2.851	0.885	2.155	0.178	0.950	0.527	20.0	2.0	11.101	0.142	7.397558E-5	-4.6259743E-6	2.8025817E-5	-4.7163124E-7	1.3516775E-7	-2.791116E-8	-7.9999495E-8	1.02001395E-4	2.1969793E-9	3.861776E-13	2.5258615E-13	6.655495E-26	1.1836521E-17	-4.2351696E-26
5660.gml	17.558	0.758	2.0	9.53	0.288	0.128	95.20	-6.86	-0.481	0.667	0.633	1.9232	3.802	0.973	2.158	0.681	1.212	0.450	105.0	17.0	25.542	0.052	4.4926463E-5	-8.610327E-6	2.4681904E-5	8.186132E-8	-9.119896E-8	1.7334028E-8	1.571317E-8	6.9608366E-5	7.063931E-10	8.4591886E-14	1.5537822E-14	4.987357E-28	3.4173612E-19	2.6188543E-28
9205.gml	2.466	1.950	1.0	0.80	0.312	0.145	11.28	-3.05	-2.344	0.868	0.846	0.4140	0.911	1.000	0.383	0.074	1.912	1.384	2.0	4.0	5.370	0.085	2.0646064E-4	2.695396E-4	7.01478E-4	1.5193499E-6	1.3027616E-7	-4.921244E-6	-1.335014E-5	9.079386E-4	5.3564855E-7	4.5395296E-10	1.8633768E-10	5.384125E-20	1.2927039E-13	-6.17902E-21
